2021-05-23T01:24:08.137549-0500 SUCCESS  CREATED DATABASE CONNECTION SUCCESSFULLY 
2021-05-23T01:24:08.137720-0500 INFO SQLITE 3 VERSION - 2.6.0
2021-05-23T01:24:08.137903-0500 SUCCESS  CREATED DATABASE CURSOR SUCCESSFULLY
2021-05-23T01:24:08.138864-0500 ERROR  DATABASE SCHEMA CREATION FAILED WITH ERROR unknown database sensorData 
2021-05-23T01:24:08.354315-0500 SUCCESS  CREATED DATABASE CONNECTION SUCCESSFULLY 
2021-05-23T01:24:08.354503-0500 INFO SQLITE 3 VERSION - 2.6.0
2021-05-23T01:24:08.354764-0500 SUCCESS  CREATED DATABASE CURSOR SUCCESSFULLY
2021-05-23T01:24:08.355225-0500 ERROR  DATABASE SCHEMA CREATION FAILED WITH ERROR unknown database sensorData 
2021-05-23T01:28:25.093104-0500 SUCCESS  CREATED DATABASE CONNECTION SUCCESSFULLY 
2021-05-23T01:28:25.093266-0500 INFO SQLITE 3 VERSION - 2.6.0
2021-05-23T01:28:25.093552-0500 DEBUG  CONNECTION FILE: <sqlite3.Connection object at 0x7f8120276b70> 
2021-05-23T01:28:25.093930-0500 SUCCESS  CREATED DATABASE CURSOR SUCCESSFULLY
2021-05-23T01:28:25.094498-0500 ERROR  DATABASE SCHEMA CREATION FAILED WITH ERROR unknown database sensorData 
2021-05-23T01:28:25.094652-0500 DEBUG  CURSOR FILE: <sqlite3.Cursor object at 0x7f8120261960> 
2021-05-23T01:28:25.292010-0500 SUCCESS  CREATED DATABASE CONNECTION SUCCESSFULLY 
2021-05-23T01:28:25.292209-0500 INFO SQLITE 3 VERSION - 2.6.0
2021-05-23T01:28:25.292427-0500 DEBUG  CONNECTION FILE: <sqlite3.Connection object at 0x7fb1b8406b70> 
2021-05-23T01:28:25.292617-0500 SUCCESS  CREATED DATABASE CURSOR SUCCESSFULLY
2021-05-23T01:28:25.292947-0500 ERROR  DATABASE SCHEMA CREATION FAILED WITH ERROR unknown database sensorData 
2021-05-23T01:28:25.293187-0500 DEBUG  CURSOR FILE: <sqlite3.Cursor object at 0x7fb1b83f1b90> 
2021-05-23T01:38:45.287258-0500 SUCCESS  CREATED DATABASE CONNECTION SUCCESSFULLY 
2021-05-23T01:38:45.287424-0500 INFO SQLITE 3 VERSION - 2.6.0
2021-05-23T01:38:45.287543-0500 DEBUG  CONNECTION FILE: <sqlite3.Connection object at 0x7f9c80036b70> 
2021-05-23T01:38:45.287735-0500 SUCCESS  CREATED DATABASE CURSOR SUCCESSFULLY
2021-05-23T01:38:45.290897-0500 ERROR  DATABASE SCHEMA CREATION FAILED WITH ERROR unknown column "sensor_id" in foreign key definition 
2021-05-23T01:38:45.291050-0500 DEBUG  CURSOR FILE: <sqlite3.Cursor object at 0x7f9c80021b90> 
2021-05-23T01:38:45.483980-0500 SUCCESS  CREATED DATABASE CONNECTION SUCCESSFULLY 
2021-05-23T01:38:45.484239-0500 INFO SQLITE 3 VERSION - 2.6.0
2021-05-23T01:38:45.484535-0500 DEBUG  CONNECTION FILE: <sqlite3.Connection object at 0x7fe8586e6b70> 
2021-05-23T01:38:45.484794-0500 SUCCESS  CREATED DATABASE CURSOR SUCCESSFULLY
2021-05-23T01:38:45.485669-0500 ERROR  DATABASE SCHEMA CREATION FAILED WITH ERROR unknown column "sensor_id" in foreign key definition 
2021-05-23T01:38:45.485801-0500 DEBUG  CURSOR FILE: <sqlite3.Cursor object at 0x7fe8586d1810> 
2021-05-23T01:46:14.895958-0500 SUCCESS  CREATED DATABASE CONNECTION SUCCESSFULLY 
2021-05-23T01:46:14.896119-0500 INFO SQLITE 3 VERSION - 3.28.0
2021-05-23T01:46:14.896305-0500 DEBUG  CONNECTION FILE: <sqlite3.Connection object at 0x7fe01083eb70> 
2021-05-23T01:46:14.896533-0500 SUCCESS  CREATED DATABASE CURSOR SUCCESSFULLY
2021-05-23T01:46:14.897388-0500 ERROR  DATABASE SCHEMA CREATION FAILED WITH ERROR unknown column "sensor_id" in foreign key definition 
2021-05-23T01:46:14.897600-0500 DEBUG  CURSOR FILE: <sqlite3.Cursor object at 0x7fe010829730> 
2021-05-23T01:46:35.318946-0500 SUCCESS  CREATED DATABASE CONNECTION SUCCESSFULLY 
2021-05-23T01:46:35.319096-0500 INFO SQLITE 3 VERSION - 3.28.0
2021-05-23T01:46:35.319255-0500 DEBUG  CONNECTION FILE: <sqlite3.Connection object at 0x7fb1e80f6b70> 
2021-05-23T01:46:35.319434-0500 SUCCESS  CREATED DATABASE CURSOR SUCCESSFULLY
2021-05-23T01:46:35.320303-0500 ERROR  DATABASE SCHEMA CREATION FAILED WITH ERROR unknown column "sensor_id" in foreign key definition 
2021-05-23T01:46:35.320433-0500 DEBUG  CURSOR FILE: <sqlite3.Cursor object at 0x7fb1e80e1960> 
2021-05-23T01:46:35.514860-0500 SUCCESS  CREATED DATABASE CONNECTION SUCCESSFULLY 
2021-05-23T01:46:35.515272-0500 INFO SQLITE 3 VERSION - 3.28.0
2021-05-23T01:46:35.515510-0500 DEBUG  CONNECTION FILE: <sqlite3.Connection object at 0x7fe3307b6b70> 
2021-05-23T01:46:35.515730-0500 SUCCESS  CREATED DATABASE CURSOR SUCCESSFULLY
2021-05-23T01:46:35.516661-0500 ERROR  DATABASE SCHEMA CREATION FAILED WITH ERROR unknown column "sensor_id" in foreign key definition 
2021-05-23T01:46:35.516924-0500 DEBUG  CURSOR FILE: <sqlite3.Cursor object at 0x7fe3307a1b90> 
2021-05-23T01:47:42.071588-0500 SUCCESS  CREATED DATABASE CONNECTION SUCCESSFULLY 
2021-05-23T01:47:42.071880-0500 INFO SQLITE 3 VERSION - 3.28.0
2021-05-23T01:47:42.072295-0500 DEBUG  CONNECTION FILE: <sqlite3.Connection object at 0x7f9da82eeb70> 
2021-05-23T01:47:42.072549-0500 SUCCESS  CREATED DATABASE CURSOR SUCCESSFULLY
2021-05-23T01:47:42.073591-0500 ERROR  DATABASE SCHEMA CREATION FAILED WITH ERROR unknown column "sensor_id" in foreign key definition 
2021-05-23T01:47:42.073800-0500 DEBUG  CURSOR FILE: <sqlite3.Cursor object at 0x7f9da82d99d0> 
2021-05-23T01:47:42.270555-0500 SUCCESS  CREATED DATABASE CONNECTION SUCCESSFULLY 
2021-05-23T01:47:42.270714-0500 INFO SQLITE 3 VERSION - 3.28.0
2021-05-23T01:47:42.270895-0500 DEBUG  CONNECTION FILE: <sqlite3.Connection object at 0x7ff770516b70> 
2021-05-23T01:47:42.271095-0500 SUCCESS  CREATED DATABASE CURSOR SUCCESSFULLY
2021-05-23T01:47:42.272038-0500 ERROR  DATABASE SCHEMA CREATION FAILED WITH ERROR unknown column "sensor_id" in foreign key definition 
2021-05-23T01:47:42.272220-0500 DEBUG  CURSOR FILE: <sqlite3.Cursor object at 0x7ff7705018f0> 
2021-05-23T02:00:55.333271-0500 SUCCESS  CREATED DATABASE CONNECTION SUCCESSFULLY 
2021-05-23T02:00:55.333556-0500 INFO SQLITE 3 VERSION - 3.28.0
2021-05-23T02:00:55.333749-0500 DEBUG  CONNECTION FILE: <sqlite3.Connection object at 0x7fcf38346b70> 
2021-05-23T02:00:55.333979-0500 SUCCESS  CREATED DATABASE CURSOR SUCCESSFULLY
2021-05-23T02:00:55.351946-0500 SUCCESS  CREATED DATABASE SCHEMA SUCCESSFULLY 
2021-05-23T02:00:55.352189-0500 DEBUG  CURSOR FILE: <sqlite3.Cursor object at 0x7fcf383318f0> 
2021-05-23T02:00:55.555038-0500 SUCCESS  CREATED DATABASE CONNECTION SUCCESSFULLY 
2021-05-23T02:00:55.555192-0500 INFO SQLITE 3 VERSION - 3.28.0
2021-05-23T02:00:55.555365-0500 DEBUG  CONNECTION FILE: <sqlite3.Connection object at 0x7fc450036b70> 
2021-05-23T02:00:55.555607-0500 SUCCESS  CREATED DATABASE CURSOR SUCCESSFULLY
2021-05-23T02:00:55.556775-0500 SUCCESS  CREATED DATABASE SCHEMA SUCCESSFULLY 
2021-05-23T02:00:55.556914-0500 DEBUG  CURSOR FILE: <sqlite3.Cursor object at 0x7fc450021810> 
2021-05-23T02:03:05.497309-0500 INFO  DATA RECEIVED: {'uuid': '7684BAF3-CA8C-4773-86C6-BF9CFD3A62A7', 'task': 'test', 'timestamp': 1621753385095, 'sensors': [{'name': 'Rotation vector', 'value0': None, 'value1': None, 'value2': None, 'value3': None, 'value4': 'null rad'}, {'name': 'Step detector', 'value0': None}, {'name': 'Magnetic field uncalibrated', 'value0': 'null uT', 'value1': 'null uT', 'value2': 'null uT', 'value3': 'null uT', 'value4': 'null uT', 'value5': 'null uT'}, {'name': 'Pressure', 'value0': 'null hPa'}]} 
2021-05-23T02:03:18.504504-0500 INFO  DATA RECEIVED: {'uuid': '7684BAF3-CA8C-4773-86C6-BF9CFD3A62A7', 'task': 'test', 'timestamp': 1621753398097, 'sensors': [{'name': 'Rotation vector', 'value0': 0.28639588, 'value1': -0.30218482, 'value2': -0.623168, 'value3': 0.66205996, 'value4': '0.0 rad'}, {'name': 'Step detector', 'value0': 1.0}, {'name': 'Magnetic field uncalibrated', 'value0': '-149.27861 uT', 'value1': '-11.043901 uT', 'value2': '-313.16034 uT', 'value3': '-126.31284 uT', 'value4': '22.161253 uT', 'value5': '-283.11853 uT'}, {'name': 'Pressure', 'value0': '1020.65625 hPa'}]} 
2021-05-23T02:03:19.439967-0500 INFO  DATA RECEIVED: {'uuid': '7684BAF3-CA8C-4773-86C6-BF9CFD3A62A7', 'task': 'test', 'timestamp': 1621753399095, 'sensors': [{'name': 'Rotation vector', 'value0': 0.2784923, 'value1': -0.30613986, 'value2': -0.63402224, 'value3': 0.6532505, 'value4': '0.0 rad'}, {'name': 'Step detector', 'value0': 1.0}, {'name': 'Magnetic field uncalibrated', 'value0': '-149.42215 uT', 'value1': '-10.422376 uT', 'value2': '-314.79858 uT', 'value3': '-126.31284 uT', 'value4': '22.161253 uT', 'value5': '-283.11853 uT'}, {'name': 'Pressure', 'value0': '1020.64136 hPa'}]} 
2021-05-23T02:03:20.430226-0500 INFO  DATA RECEIVED: {'uuid': '7684BAF3-CA8C-4773-86C6-BF9CFD3A62A7', 'task': 'test', 'timestamp': 1621753400096, 'sensors': [{'name': 'Rotation vector', 'value0': 0.2808297, 'value1': -0.30461395, 'value2': -0.6333468, 'value3': 0.6536183, 'value4': '0.0 rad'}, {'name': 'Step detector', 'value0': 1.0}, {'name': 'Magnetic field uncalibrated', 'value0': '-150.41753 uT', 'value1': '-11.096625 uT', 'value2': '-314.72116 uT', 'value3': '-126.31284 uT', 'value4': '22.161253 uT', 'value5': '-283.11853 uT'}, {'name': 'Pressure', 'value0': '1020.63745 hPa'}]} 
2021-05-23T02:03:21.474522-0500 INFO  DATA RECEIVED: {'uuid': '7684BAF3-CA8C-4773-86C6-BF9CFD3A62A7', 'task': 'test', 'timestamp': 1621753401096, 'sensors': [{'name': 'Rotation vector', 'value0': 0.2811388, 'value1': -0.30385685, 'value2': -0.63430613, 'value3': 0.65290713, 'value4': '0.0 rad'}, {'name': 'Step detector', 'value0': 1.0}, {'name': 'Magnetic field uncalibrated', 'value0': '-147.71944 uT', 'value1': '-11.408551 uT', 'value2': '-314.56015 uT', 'value3': '-126.31284 uT', 'value4': '22.161253 uT', 'value5': '-283.11853 uT'}, {'name': 'Pressure', 'value0': '1020.645 hPa'}]} 
2021-05-23T02:03:22.500625-0500 INFO  DATA RECEIVED: {'uuid': '7684BAF3-CA8C-4773-86C6-BF9CFD3A62A7', 'task': 'test', 'timestamp': 1621753402094, 'sensors': [{'name': 'Rotation vector', 'value0': 0.28206635, 'value1': -0.30548805, 'value2': -0.6301928, 'value3': 0.655723, 'value4': '0.0 rad'}, {'name': 'Step detector', 'value0': 1.0}, {'name': 'Magnetic field uncalibrated', 'value0': '-149.94815 uT', 'value1': '-11.2230015 uT', 'value2': '-314.92093 uT', 'value3': '-126.31284 uT', 'value4': '22.161253 uT', 'value5': '-283.11853 uT'}, {'name': 'Pressure', 'value0': '1020.647 hPa'}]} 
2021-05-23T02:03:23.517770-0500 INFO  DATA RECEIVED: {'uuid': '7684BAF3-CA8C-4773-86C6-BF9CFD3A62A7', 'task': 'test', 'timestamp': 1621753403095, 'sensors': [{'name': 'Rotation vector', 'value0': 0.2784718, 'value1': -0.30397972, 'value2': -0.6374392, 'value3': 0.6509386, 'value4': '0.0 rad'}, {'name': 'Step detector', 'value0': 1.0}, {'name': 'Magnetic field uncalibrated', 'value0': '-150.11201 uT', 'value1': '-11.550076 uT', 'value2': '-313.69705 uT', 'value3': '-126.31284 uT', 'value4': '22.161253 uT', 'value5': '-283.11853 uT'}, {'name': 'Pressure', 'value0': '1020.6362 hPa'}]} 
2021-05-23T02:03:24.429049-0500 INFO  DATA RECEIVED: {'uuid': '7684BAF3-CA8C-4773-86C6-BF9CFD3A62A7', 'task': 'test', 'timestamp': 1621753404095, 'sensors': [{'name': 'Rotation vector', 'value0': 0.28449917, 'value1': -0.29772356, 'value2': -0.6205629, 'value3': 0.66732496, 'value4': '0.0 rad'}, {'name': 'Step detector', 'value0': 1.0}, {'name': 'Magnetic field uncalibrated', 'value0': '-149.82582 uT', 'value1': '-9.3744 uT', 'value2': '-313.48065 uT', 'value3': '-126.31284 uT', 'value4': '22.161253 uT', 'value5': '-283.11853 uT'}, {'name': 'Pressure', 'value0': '1020.6428 hPa'}]} 
2021-05-23T02:03:25.426002-0500 INFO  DATA RECEIVED: {'uuid': '7684BAF3-CA8C-4773-86C6-BF9CFD3A62A7', 'task': 'test', 'timestamp': 1621753405096, 'sensors': [{'name': 'Rotation vector', 'value0': 0.27633527, 'value1': -0.30417287, 'value2': -0.63813764, 'value3': 0.6510745, 'value4': '0.0 rad'}, {'name': 'Step detector', 'value0': 1.0}, {'name': 'Magnetic field uncalibrated', 'value0': '-151.50357 uT', 'value1': '-10.540351 uT', 'value2': '-314.74048 uT', 'value3': '-126.31284 uT', 'value4': '22.161253 uT', 'value5': '-283.11853 uT'}, {'name': 'Pressure', 'value0': '1020.65015 hPa'}]} 
2021-05-23T02:03:26.488139-0500 INFO  DATA RECEIVED: {'uuid': '7684BAF3-CA8C-4773-86C6-BF9CFD3A62A7', 'task': 'test', 'timestamp': 1621753406094, 'sensors': [{'name': 'Rotation vector', 'value0': 0.27325597, 'value1': -0.30389273, 'value2': -0.6424079, 'value3': 0.6482997, 'value4': '0.0 rad'}, {'name': 'Step detector', 'value0': 1.0}, {'name': 'Magnetic field uncalibrated', 'value0': '-148.27946 uT', 'value1': '-10.051651 uT', 'value2': '-314.45715 uT', 'value3': '-126.31284 uT', 'value4': '22.161253 uT', 'value5': '-283.11853 uT'}, {'name': 'Pressure', 'value0': '1020.6438 hPa'}]} 
2021-05-23T02:03:27.514211-0500 INFO  DATA RECEIVED: {'uuid': '7684BAF3-CA8C-4773-86C6-BF9CFD3A62A7', 'task': 'test', 'timestamp': 1621753407095, 'sensors': [{'name': 'Rotation vector', 'value0': 0.27434796, 'value1': -0.30363435, 'value2': -0.6415137, 'value3': 0.6488448, 'value4': '0.0 rad'}, {'name': 'Step detector', 'value0': 1.0}, {'name': 'Magnetic field uncalibrated', 'value0': '-150.90999 uT', 'value1': '-8.659126 uT', 'value2': '-314.10968 uT', 'value3': '-126.31284 uT', 'value4': '22.161253 uT', 'value5': '-283.11853 uT'}, {'name': 'Pressure', 'value0': '1020.63525 hPa'}]} 
2021-05-23T02:03:28.538257-0500 INFO  DATA RECEIVED: {'uuid': '7684BAF3-CA8C-4773-86C6-BF9CFD3A62A7', 'task': 'test', 'timestamp': 1621753408094, 'sensors': [{'name': 'Rotation vector', 'value0': 0.26971906, 'value1': -0.30221713, 'value2': -0.6494867, 'value3': 0.6434931, 'value4': '0.0 rad'}, {'name': 'Step detector', 'value0': 1.0}, {'name': 'Magnetic field uncalibrated', 'value0': '-150.15512 uT', 'value1': '-9.387151 uT', 'value2': '-314.26776 uT', 'value3': '-126.31284 uT', 'value4': '22.161253 uT', 'value5': '-283.11853 uT'}, {'name': 'Pressure', 'value0': '1020.63794 hPa'}]} 
2021-05-23T02:03:29.419155-0500 INFO  DATA RECEIVED: {'uuid': '7684BAF3-CA8C-4773-86C6-BF9CFD3A62A7', 'task': 'test', 'timestamp': 1621753409094, 'sensors': [{'name': 'Rotation vector', 'value0': 0.27058822, 'value1': -0.30306584, 'value2': -0.6470385, 'value3': 0.6451932, 'value4': '0.0 rad'}, {'name': 'Step detector', 'value0': 1.0}, {'name': 'Magnetic field uncalibrated', 'value0': '-151.01405 uT', 'value1': '-10.198365 uT', 'value2': '-315.49564 uT', 'value3': '-126.31284 uT', 'value4': '22.161253 uT', 'value5': '-283.11853 uT'}, {'name': 'Pressure', 'value0': '1020.6384 hPa'}]} 
2021-05-23T02:03:30.427118-0500 INFO  DATA RECEIVED: {'uuid': '7684BAF3-CA8C-4773-86C6-BF9CFD3A62A7', 'task': 'test', 'timestamp': 1621753410095, 'sensors': [{'name': 'Rotation vector', 'value0': 0.268808, 'value1': -0.30245, 'value2': -0.6501895, 'value3': 0.6430551, 'value4': '0.0 rad'}, {'name': 'Step detector', 'value0': 1.0}, {'name': 'Magnetic field uncalibrated', 'value0': '-150.04256 uT', 'value1': '-10.310475 uT', 'value2': '-313.7983 uT', 'value3': '-126.31284 uT', 'value4': '22.161253 uT', 'value5': '-283.11853 uT'}, {'name': 'Pressure', 'value0': '1020.6384 hPa'}]} 
2021-05-23T02:03:31.437992-0500 INFO  DATA RECEIVED: {'uuid': '7684BAF3-CA8C-4773-86C6-BF9CFD3A62A7', 'task': 'test', 'timestamp': 1621753411096, 'sensors': [{'name': 'Rotation vector', 'value0': 0.2724823, 'value1': -0.295994, 'value2': -0.63988745, 'value3': 0.65474045, 'value4': '0.0 rad'}, {'name': 'Step detector', 'value0': 1.0}, {'name': 'Magnetic field uncalibrated', 'value0': '-149.28406 uT', 'value1': '-11.040661 uT', 'value2': '-313.63797 uT', 'value3': '-126.31284 uT', 'value4': '22.161253 uT', 'value5': '-283.11853 uT'}, {'name': 'Pressure', 'value0': '1020.6472 hPa'}]} 
2021-05-23T02:03:32.534833-0500 INFO  DATA RECEIVED: {'uuid': '7684BAF3-CA8C-4773-86C6-BF9CFD3A62A7', 'task': 'test', 'timestamp': 1621753412095, 'sensors': [{'name': 'Rotation vector', 'value0': 0.27404574, 'value1': -0.29798186, 'value2': -0.6343317, 'value3': 0.6585811, 'value4': '0.0 rad'}, {'name': 'Step detector', 'value0': 1.0}, {'name': 'Magnetic field uncalibrated', 'value0': '-149.37283 uT', 'value1': '-9.651136 uT', 'value2': '-314.34442 uT', 'value3': '-126.31284 uT', 'value4': '22.161253 uT', 'value5': '-283.11853 uT'}, {'name': 'Pressure', 'value0': '1020.63086 hPa'}]} 
2021-05-23T02:03:33.454117-0500 INFO  DATA RECEIVED: {'uuid': '7684BAF3-CA8C-4773-86C6-BF9CFD3A62A7', 'task': 'test', 'timestamp': 1621753413095, 'sensors': [{'name': 'Rotation vector', 'value0': 0.2720333, 'value1': -0.295975, 'value2': -0.6404896, 'value3': 0.6543468, 'value4': '0.0 rad'}, {'name': 'Step detector', 'value0': 1.0}, {'name': 'Magnetic field uncalibrated', 'value0': '-149.97844 uT', 'value1': '-8.747477 uT', 'value2': '-315.91495 uT', 'value3': '-126.31284 uT', 'value4': '22.161253 uT', 'value5': '-283.11853 uT'}, {'name': 'Pressure', 'value0': '1020.6316 hPa'}]} 
2021-05-23T02:03:34.418424-0500 INFO  DATA RECEIVED: {'uuid': '7684BAF3-CA8C-4773-86C6-BF9CFD3A62A7', 'task': 'test', 'timestamp': 1621753414094, 'sensors': [{'name': 'Rotation vector', 'value0': 0.27099872, 'value1': -0.2960872, 'value2': -0.64160067, 'value3': 0.6536365, 'value4': '0.0 rad'}, {'name': 'Step detector', 'value0': 1.0}, {'name': 'Magnetic field uncalibrated', 'value0': '-148.4964 uT', 'value1': '-11.467966 uT', 'value2': '-312.4681 uT', 'value3': '-126.31284 uT', 'value4': '22.161253 uT', 'value5': '-283.11853 uT'}, {'name': 'Pressure', 'value0': '1020.6472 hPa'}]} 
2021-05-23T02:03:35.410997-0500 INFO  DATA RECEIVED: {'uuid': '7684BAF3-CA8C-4773-86C6-BF9CFD3A62A7', 'task': 'test', 'timestamp': 1621753415094, 'sensors': [{'name': 'Rotation vector', 'value0': 0.27041942, 'value1': -0.2963815, 'value2': -0.64629555, 'value3': 0.649102, 'value4': '0.0 rad'}, {'name': 'Step detector', 'value0': 1.0}, {'name': 'Magnetic field uncalibrated', 'value0': '-149.37541 uT', 'value1': '-12.5874605 uT', 'value2': '-313.90945 uT', 'value3': '-126.31284 uT', 'value4': '22.161253 uT', 'value5': '-283.11853 uT'}, {'name': 'Pressure', 'value0': '1020.64526 hPa'}]} 
2021-05-23T02:03:36.428440-0500 INFO  DATA RECEIVED: {'uuid': '7684BAF3-CA8C-4773-86C6-BF9CFD3A62A7', 'task': 'test', 'timestamp': 1621753416095, 'sensors': [{'name': 'Rotation vector', 'value0': 0.26643023, 'value1': -0.29530722, 'value2': -0.64985627, 'value3': 0.6476847, 'value4': '0.0 rad'}, {'name': 'Step detector', 'value0': 1.0}, {'name': 'Magnetic field uncalibrated', 'value0': '-149.49522 uT', 'value1': '-11.659816 uT', 'value2': '-315.01578 uT', 'value3': '-126.31284 uT', 'value4': '22.161253 uT', 'value5': '-283.11853 uT'}, {'name': 'Pressure', 'value0': '1020.645 hPa'}]} 
2021-05-23T02:03:37.441317-0500 INFO  DATA RECEIVED: {'uuid': '7684BAF3-CA8C-4773-86C6-BF9CFD3A62A7', 'task': 'test', 'timestamp': 1621753417095, 'sensors': [{'name': 'Rotation vector', 'value0': 0.2758604, 'value1': -0.29022342, 'value2': -0.6286699, 'value3': 0.6666675, 'value4': '0.0 rad'}, {'name': 'Step detector', 'value0': 1.0}, {'name': 'Magnetic field uncalibrated', 'value0': '-150.11853 uT', 'value1': '-8.60835 uT', 'value2': '-314.92807 uT', 'value3': '-126.31284 uT', 'value4': '22.161253 uT', 'value5': '-283.11853 uT'}, {'name': 'Pressure', 'value0': '1020.64014 hPa'}]} 
2021-05-23T02:03:38.474357-0500 INFO  DATA RECEIVED: {'uuid': '7684BAF3-CA8C-4773-86C6-BF9CFD3A62A7', 'task': 'test', 'timestamp': 1621753418096, 'sensors': [{'name': 'Rotation vector', 'value0': 0.27298883, 'value1': -0.28521007, 'value2': -0.6306387, 'value3': 0.66815203, 'value4': '0.0 rad'}, {'name': 'Step detector', 'value0': 1.0}, {'name': 'Magnetic field uncalibrated', 'value0': '-148.93086 uT', 'value1': '-10.24155 uT', 'value2': '-314.62564 uT', 'value3': '-126.31284 uT', 'value4': '22.161253 uT', 'value5': '-283.11853 uT'}, {'name': 'Pressure', 'value0': '1020.6211 hPa'}]} 
2021-05-23T02:03:39.435694-0500 INFO  DATA RECEIVED: {'uuid': '7684BAF3-CA8C-4773-86C6-BF9CFD3A62A7', 'task': 'test', 'timestamp': 1621753419095, 'sensors': [{'name': 'Rotation vector', 'value0': 0.27280205, 'value1': -0.2908934, 'value2': -0.631398, 'value3': 0.66505384, 'value4': '0.0 rad'}, {'name': 'Step detector', 'value0': 1.0}, {'name': 'Magnetic field uncalibrated', 'value0': '-152.39479 uT', 'value1': '-9.355201 uT', 'value2': '-314.81485 uT', 'value3': '-126.31284 uT', 'value4': '22.161253 uT', 'value5': '-283.11853 uT'}, {'name': 'Pressure', 'value0': '1020.62646 hPa'}]} 
2021-05-23T02:03:40.431370-0500 INFO  DATA RECEIVED: {'uuid': '7684BAF3-CA8C-4773-86C6-BF9CFD3A62A7', 'task': 'test', 'timestamp': 1621753420095, 'sensors': [{'name': 'Rotation vector', 'value0': 0.27433226, 'value1': -0.28840387, 'value2': -0.625106, 'value3': 0.671422, 'value4': '0.0 rad'}, {'name': 'Step detector', 'value0': 1.0}, {'name': 'Magnetic field uncalibrated', 'value0': '-150.36809 uT', 'value1': '-10.005226 uT', 'value2': '-315.80478 uT', 'value3': '-126.31284 uT', 'value4': '22.161253 uT', 'value5': '-283.11853 uT'}, {'name': 'Pressure', 'value0': '1020.63745 hPa'}]} 
2021-05-23T02:03:41.443292-0500 INFO  DATA RECEIVED: {'uuid': '7684BAF3-CA8C-4773-86C6-BF9CFD3A62A7', 'task': 'test', 'timestamp': 1621753421094, 'sensors': [{'name': 'Rotation vector', 'value0': 0.26754075, 'value1': -0.2925512, 'value2': -0.63180286, 'value3': 0.66607875, 'value4': '0.0 rad'}, {'name': 'Step detector', 'value0': 1.0}, {'name': 'Magnetic field uncalibrated', 'value0': '-150.34431 uT', 'value1': '-9.539025 uT', 'value2': '-316.04175 uT', 'value3': '-126.31284 uT', 'value4': '22.161253 uT', 'value5': '-283.11853 uT'}, {'name': 'Pressure', 'value0': '1020.62573 hPa'}]} 
2021-05-23T02:03:42.466858-0500 INFO  DATA RECEIVED: {'uuid': '7684BAF3-CA8C-4773-86C6-BF9CFD3A62A7', 'task': 'test', 'timestamp': 1621753422094, 'sensors': [{'name': 'Rotation vector', 'value0': 0.2706832, 'value1': -0.29097047, 'value2': -0.6273685, 'value3': 0.66968316, 'value4': '0.0 rad'}, {'name': 'Step detector', 'value0': 1.0}, {'name': 'Magnetic field uncalibrated', 'value0': '-150.1643 uT', 'value1': '-9.701911 uT', 'value2': '-313.52603 uT', 'value3': '-126.31284 uT', 'value4': '22.161253 uT', 'value5': '-283.11853 uT'}, {'name': 'Pressure', 'value0': '1020.6233 hPa'}]} 
2021-05-23T02:03:43.432135-0500 INFO  DATA RECEIVED: {'uuid': '7684BAF3-CA8C-4773-86C6-BF9CFD3A62A7', 'task': 'test', 'timestamp': 1621753423095, 'sensors': [{'name': 'Rotation vector', 'value0': 0.26790458, 'value1': -0.2880147, 'value2': -0.633966, 'value3': 0.6658541, 'value4': '0.0 rad'}, {'name': 'Step detector', 'value0': 1.0}, {'name': 'Magnetic field uncalibrated', 'value0': '-152.45874 uT', 'value1': '-10.437962 uT', 'value2': '-315.0049 uT', 'value3': '-126.31284 uT', 'value4': '22.161253 uT', 'value5': '-283.11853 uT'}, {'name': 'Pressure', 'value0': '1020.63257 hPa'}]} 
2021-05-23T02:03:44.419141-0500 INFO  DATA RECEIVED: {'uuid': '7684BAF3-CA8C-4773-86C6-BF9CFD3A62A7', 'task': 'test', 'timestamp': 1621753424094, 'sensors': [{'name': 'Rotation vector', 'value0': 0.2650309, 'value1': -0.29121676, 'value2': -0.6382978, 'value3': 0.6614585, 'value4': '0.0 rad'}, {'name': 'Step detector', 'value0': 1.0}, {'name': 'Magnetic field uncalibrated', 'value0': '-149.65889 uT', 'value1': '-11.506651 uT', 'value2': '-316.0986 uT', 'value3': '-126.31284 uT', 'value4': '22.161253 uT', 'value5': '-283.11853 uT'}, {'name': 'Pressure', 'value0': '1020.6404 hPa'}]} 
2021-05-23T02:03:45.456673-0500 INFO  DATA RECEIVED: {'uuid': '7684BAF3-CA8C-4773-86C6-BF9CFD3A62A7', 'task': 'test', 'timestamp': 1621753425094, 'sensors': [{'name': 'Rotation vector', 'value0': 0.26448017, 'value1': -0.29200688, 'value2': -0.6369344, 'value3': 0.6626438, 'value4': '0.0 rad'}, {'name': 'Step detector', 'value0': 1.0}, {'name': 'Magnetic field uncalibrated', 'value0': '-150.65735 uT', 'value1': '-9.721576 uT', 'value2': '-314.62708 uT', 'value3': '-126.31284 uT', 'value4': '22.161253 uT', 'value5': '-283.11853 uT'}, {'name': 'Pressure', 'value0': '1020.63257 hPa'}]} 
